placekey,location_name,brands,top_category,sub_category,category_tags,naics_code,latitude,longitude,poi_cbg,street_address,city,region,postal_code,open_hours,wkt_area_sq_meters,polygon_wkt
22h-223@62k-rds-t5f,O'connor Maloney & Co PC,"","Accounting, Tax Preparation, Bookkeeping, and Payroll Services","",Accountants,5412,42.263222,-71.803164,250277317001,446 Main St Ste 18,Worcester,MA,1608,"",8659,"POLYGON ((-71.80295180699994 42.26343477900008, -71.80295077599999 42.263444234000076, -71.80278306699995 42.26343441200004, -71.80277791299994 42.263481686000034, -71.80258440299997 42.26347035100008, -71.80258646399994 42.263451442000076, -71.80242520599995 42.26344199700003, -71.80242778399997 42.26341836100005, -71.80232457899996 42.26341231600003, -71.80234107499996 42.26326104000003, -71.80237977599995 42.263263306000056, -71.80238441599994 42.26322076100007, -71.80241021699999 42.263222272000064, -71.80241485699997 42.26317972500004, -71.80256966399998 42.26318879300004, -71.80256811799995 42.26320297500007, -71.80284548099996 42.263219219000064, -71.80284754299998 42.26320031100005, -71.80299590099997 42.26320899900003, -71.80299899199997 42.263180635000026, -71.80325055499998 42.26319536700004, -71.80325003899998 42.26320009500006, -71.80340484699997 42.26320916100008, -71.80342133999994 42.26305788500008, -71.80345359199998 42.263059774000055, -71.80347884799994 42.26282813300003, -71.80351754899993 42.26283040000004, -71.80353146599998 42.26270276100007, -71.80355081699997 42.262703894000026, -71.80355545599997 42.26266134800005, -71.80405857599999 42.26269081100003, -71.80402662299997 42.26298390800008, -71.80427173399994 42.262998261000064, -71.80426039599996 42.263102263000064, -71.80408623799997 42.263092064000034, -71.80408314499994 42.263120429000026, -71.80410894599999 42.263121940000076, -71.80409449999996 42.263135367000075, -71.80409140799998 42.26316373100008, -71.80413655999996 42.263166375000026, -71.80414119799997 42.26312382900005, -71.80434760799994 42.26313591500008, -71.80434090799997 42.26319737100005, -71.80437315999995 42.26319926000008, -71.80436388299995 42.26328435200003, -71.80439613399994 42.26328624100006, -71.80436315199995 42.263588793000054, -71.80402128199995 42.26356877400008, -71.80404962999995 42.26330876800006, -71.80403027799997 42.26330763500005, -71.80403336999996 42.263279271000044, -71.80399466899996 42.26327700500008, -71.80398796899993 42.26333846000006, -71.80394281599996 42.26333581600005, -71.80391859199995 42.26355800300007, -71.80337676399995 42.263526272000036, -71.80337985599994 42.26349790800003, -71.80305733899996 42.263479020000034, -71.80306146199996 42.263441201000035, -71.80295180699994 42.26343477900008))"
22h-223@62k-rfk-t5f,NU Kitchen formerly NU Cafe,"",Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"Bar or Pub,Cafe,Smoothie & Juice Bar",722515,42.262776,-71.826533,250277311023,335 Chandler St,Worcester,MA,1602,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]] }",2231,"POLYGON ((-71.82647581399993 42.26307970200003, -71.82651200899994 42.262896659000035, -71.82631989199996 42.26287625300006, -71.82632917199999 42.26282931900005, -71.82627153699997 42.262823197000046, -71.82629009799996 42.26272933000007, -71.82625807999995 42.262725928000066, -71.82627849799997 42.262622674000056, -71.82624647899996 42.26261927300004, -71.82626967999994 42.26250193800007, -71.82682682099994 42.26256111400005, -71.82677392099998 42.26282863800003, -71.82684436499994 42.26283612000003, -71.82682023499996 42.26295814800005, -71.82674338699996 42.26294998600008, -71.82671276099995 42.263104869000074, -71.82647581399993 42.26307970200003))"
22h-223@62k-rfm-k9f,Fmg Financial Services,"","Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,"",524210,42.270501,-71.816623,250277308022,228 Park Ave,Worcester,MA,1609,"",248,"POLYGON ((-71.81645894399998 42.27054490800003, -71.81657006799998 42.27042999200006, -71.81672688099997 42.27051142500005, -71.81661575799995 42.270626341000025, -71.81645894399998 42.27054490800003))"
22h-223@62k-rfs-mx5,Haddad Abraham W Dent,"",Offices of Dentists,Offices of Dentists,Periodontists,621210,42.287391,-71.807852,250277306005,405 Grove St Ste 300,Worcester,MA,1605,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [], """"""""""""""""Sun"""""""""""""""": [] }",674,"POLYGON ((-71.80772983299994 42.28749204400003, -71.80778506399997 42.28722476300004, -71.80803467199996 42.28725244900005, -71.80802110699995 42.28731809800007, -71.80804670699996 42.28732093700006, -71.80800504299998 42.28752257100007, -71.80772983299994 42.28749204400003))"
22h-224@62k-rfm-k9f,Boyd Financial Strategies,"",Other Financial Investment Activities,Investment Advice,Investing,523930,42.270518,-71.816639,250277308022,228 Park Ave,Worcester,MA,1609,"",248,"POLYGON ((-71.81645894399998 42.27054490800003, -71.81657006799998 42.27042999200006, -71.81672688099997 42.27051142500005, -71.81661575799995 42.270626341000025, -71.81645894399998 42.27054490800003))"
22h-225@62k-qyj-v4v,M Street Dairy Bar,"",Restaurants and Other Eating Places,Full-Service Restaurants,"",722511,42.251181,-71.799806,250277325001,169 Millbury St,Worcester,MA,1610,"",165,"POLYGON ((-71.79968590499993 42.25124406500004, -71.79971832999996 42.25117061200007, -71.79975315099995 42.251178871000036, -71.79977850199998 42.251121442000056, -71.79988296499994 42.25114621800003, -71.79982492499994 42.25127769900007, -71.79968590499993 42.25124406500004))"
22h-226@62k-qyj-v4v,Baja Grill,"",Restaurants and Other Eating Places,Full-Service Restaurants,"Brunch,Mexican Food",722511,42.251191,-71.799823,250277325001,169 Millbury St,Worcester,MA,1610,"",165,"POLYGON ((-71.79968590499993 42.25124406500004, -71.79971832999996 42.25117061200007, -71.79975315099995 42.251178871000036, -71.79977850199998 42.251121442000056, -71.79988296499994 42.25114621800003, -71.79982492499994 42.25127769900007, -71.79968590499993 42.25124406500004))"
22h-226@62k-rdw-pjv,Planet Fitness,Planet Fitness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"Pilates,Interval Training,Weight Loss,Massage,Cardio Classes",713940,42.293806,-71.774475,250277320021,535 Lincoln St,Worcester,MA,1605,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""0:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""0:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""0:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""0:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""0:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]] }",470,"POLYGON ((-71.77472271965323 42.29370618901731, -71.77426638276492 42.293992160133996, -71.77423790799998 42.29395037000006, -71.77426107699995 42.29394189800007, -71.77423587781696 42.293904914788484, -71.77466376036772 42.29361965975506, -71.77472271965323 42.29370618901731))"
22h-228@62k-rdw-pjv,Texas Roadhouse,Texas Roadhouse,Restaurants and Other Eating Places,Full-Service Restaurants,"Lunch,Steak House,American Food,Casual Dining,Dinner",722511,42.293745,-71.774438,250277320021,535 Lincoln St,Worcester,MA,1605,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""15:00"""""""""""""""", """"""""""""""""21:30""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""15:00"""""""""""""""", """"""""""""""""21:30""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""15:00"""""""""""""""", """"""""""""""""21:30""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""15:00"""""""""""""""", """"""""""""""""21:30""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""15:00"""""""""""""""", """"""""""""""""22:30""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""12:00"""""""""""""""", """"""""""""""""22:30""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""12:00"""""""""""""""", """"""""""""""""21:30""""""""""""""""]] }",3442,"POLYGON ((-71.77442303799995 42.29412650000006, -71.77441147299999 42.294109527000046, -71.77438830399996 42.294117999000036, -71.77435071699995 42.29406283600008, -71.77432175599995 42.29407342700006, -71.77423790799998 42.29395037000006, -71.77426107699995 42.29394189800007, -71.77399218799997 42.293547267000065, -71.77408486199994 42.29351337700007, -71.77407329699997 42.29349640400005, -71.77447874799998 42.29334813300005, -71.77455970399996 42.29346694600008, -71.77459445799997 42.29345423700005, -71.77464360899995 42.293526374000066, -71.77460885699998 42.29353908300004, -71.77490087999996 42.29396765900003, -71.77460547799996 42.29407568500005, -71.77454186899996 42.29398233200004, -71.77450132299998 42.29399715900007, -71.77448975899995 42.293980185000066, -71.77443183599996 42.29400136700008, -71.77448387999993 42.29407774800006, -71.77451863299996 42.29406503800004, -71.77453308999998 42.294086255000025, -71.77442303799995 42.29412650000006))"
22j-222@62k-qpy-xh5,Pet Barn,"",Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,"",453910,42.234507,-71.746699,250277328011,1393 Grafton St Ste 2,Worcester,MA,1604,"",1366,"POLYGON ((-71.74694164899995 42.23476662400003, -71.74659409299994 42.234481663000054, -71.74645771499996 42.23457107200005, -71.74630527999994 42.23444608800003, -71.7465984899999 42.23425386000008, -71.74709848299995 42.234663804000036, -71.74703711299998 42.234704038000075, -71.74707369799995 42.23473403400004, -71.74702596599997 42.23476532700005, -71.74698937999995 42.234735331000024, -71.74694164899995 42.23476662400003))"
22j-222@62k-qyh-zpv,Clark Mailing Service,"",Other Miscellaneous Manufacturing,"","",3399,42.255961,-71.808009,250277313003,41 Jackson St,Worcester,MA,1608,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""16:30""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""16:30""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""16:30""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""16:30""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""16:30""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [], """"""""""""""""Sun"""""""""""""""": [] }",726,"POLYGON ((-71.80797270099998 42.256051213000035, -71.80775994599998 42.25590637500005, -71.80779108299998 42.25588180500006, -71.80777096899999 42.25586811200003, -71.80780941699999 42.255837771000074, -71.80790052699996 42.25577324500006, -71.80825755199999 42.256016300000056, -71.80816414499998 42.256090011000026, -71.80813732599995 42.25607175400006, -71.80807505599995 42.25612089500004, -71.80797270099998 42.256051213000035))"
22j-222@62k-qyj-7wk,Woodland Academy,"",Elementary and Secondary Schools,Elementary and Secondary Schools,"",611110,42.254407,-71.81857,250277312034,93 Woodland St,Worcester,MA,1610,"",1295,"POLYGON ((-71.81830729387896 42.25461322330345, -71.8184096837503 42.2541906141286, -71.81872314199995 42.25427516700006, -71.81871050199999 42.25430034300007, -71.81882213299997 42.25433045400007, -71.81875261099998 42.25446892300005, -71.81870967599997 42.25445734300007, -71.81867807499998 42.25452028400008, -71.81864372699994 42.25451101800007, -71.81858684499997 42.25462431100004, -71.81847521299994 42.25459419900005, -71.81844677199996 42.25465084600006, -71.81830729387896 42.25461322330345))"
22j-222@62k-qyj-ndv,Harding Tire Company,"",Automotive Repair and Maintenance,"","Auto Parts,Auto Repair,Tires",8111,42.25678,-71.796596,250277325001,180 Harding St,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""16:30""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""16:30""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""16:30""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""16:30""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""16:30""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""7:30"""""""""""""""", """"""""""""""""11:30""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",231,"POLYGON ((-71.79661452770233 42.256854565641596, -71.79648578166962 42.25679897990598, -71.7966091632843 42.256663985772704, -71.79674863815308 42.25673743849872, -71.79661452770233 42.256854565641596))"
22j-222@62k-qyk-2c5,Don's Auto Body,"",Automotive Repair and Maintenance,"",Body Shops,8111,42.262349,-71.812842,250277315003,105 Piedmont St,Worcester,MA,1609,"",310,"POLYGON ((-71.81276967299993 42.262466267000036, -71.81276598999995 42.262386606000064, -71.81270131899998 42.262388212000076, -71.81269781199995 42.26231237600007, -71.81298236399994 42.262305309000055, -71.81298696599998 42.26240484300007, -71.81289642699994 42.26240709100006, -71.81289883199997 42.262459085000046, -71.81276967299993 42.262466267000036))"
22j-222@62k-qyk-4qf,Bethsida Church,"",Religious Organizations,Religious Organizations,Churches,813110,42.262642,-71.811804,250277315003,17 Hawley St,Worcester,MA,1609,"",163,"POLYGON ((-71.81171284499999 42.26262293800005, -71.81190014499998 42.262614488000054, -71.81190809599997 42.262709158000064, -71.81172079599997 42.26271760700007, -71.81171284499999 42.26262293800005))"
22j-222@62k-qyn-xdv,Jay's Smoke Shop,"",Other Miscellaneous Store Retailers,Tobacco Stores,Vape Shop,453991,42.25257,-71.827817,250277312032,83 Maywood St,Worcester,MA,1603,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]] }",252,"POLYGON ((-71.8279154620002 42.25254007564885, -71.82782909225051 42.25265220479759, -71.82765723299997 42.25252208300003, -71.82778035099994 42.25243611500008, -71.8279154620002 42.25254007564885))"
22j-222@62k-rd8-p9z,Stacy Repair,"",Automotive Repair and Maintenance,"",Auto Repair,8111,42.330067,-71.791511,250277301002,1017 W Boylston St,Worcester,MA,1606,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [], """"""""""""""""Sun"""""""""""""""": [] }",270,"POLYGON ((-71.79136507999993 42.33009621300005, -71.79140701399996 42.329986605000045, -71.79165649299995 42.33003778200003, -71.79161455899998 42.330147391000025, -71.79136507999993 42.33009621300005))"
22j-222@62k-rdr-9s5,Citi Trends,Citi Trends,Department Stores,Department Stores,"Children's Clothing,Home Decor,Men's Clothing,Outlet Store",452210,42.248838,-71.760095,250277323011,867 Grafton St,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""21:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""12:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]] }",4960,"POLYGON ((-71.7593049373195 42.2488323837955, -71.76007851393592 42.24845030103968, -71.76052838576557 42.248921685655624, -71.75975022701603 42.24931083337557, -71.7593049373195 42.2488323837955))"
