placekey,location_name,brands,top_category,sub_category,category_tags,naics_code,latitude,longitude,poi_cbg,street_address,city,region,postal_code,open_hours,wkt_area_sq_meters,polygon_wkt
22h-222@62k-qyk-3dv,Bethsaida Christian Center,"",Religious Organizations,Religious Organizations,Churches,813110,42.262594,-71.807768,250277315001,23 Oxford St,Worcester,MA,1609,"",275,"POLYGON ((-71.80766560299998 42.26252288500007, -71.80790991399994 42.26254328400006, -71.80789379899994 42.262646947000064, -71.80782950699995 42.26264157900005, -71.80782584499997 42.262665139000035, -71.80764582599994 42.26265010800006, -71.80766560299998 42.26252288500007))"
22h-222@62k-qyn-2kz,Dynasty Auto Group,"",Automobile Dealers,Used Car Dealers,"",441120,42.244537,-71.835203,250277331021,1103C Main St,Worcester,MA,1603,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",217,"POLYGON ((-71.83527581799996 42.244470043000035, -71.83526937999994 42.244602701000076, -71.83521415999996 42.244611993000035, -71.83514187799994 42.244616576000055, -71.83512181299994 42.24444648700006, -71.83526360499997 42.244437498000025, -71.83526750699997 42.24447057000003, -71.83527581799996 42.244470043000035))"
22h-222@62k-qyn-389,Poise Style & Motion Ballroom Studio,"",Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Dance Studio,713940,42.241369,-71.832501,250277331021,97 Webster St Ste 1,Worcester,MA,1603,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""13:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""13:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""13:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""13:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""13:00"""""""""""""""", """"""""""""""""22:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",1022,"POLYGON ((-71.8324950035988 42.2415019069953, -71.8324362221553 42.24127097989579, -71.83286779399998 42.24116201800007, -71.83297100999994 42.24138172600004, -71.8324950035988 42.2415019069953))"
22h-222@62k-rdf-7yv,L&M Tire Auto Repair,"",Automotive Repair and Maintenance,"","Auto Repair,Tires,Wheel Rim Repair",8111,42.311991,-71.797466,250277303002,598 W Boylston St,Worcester,MA,1606,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",172,"POLYGON ((-71.79744888999994 42.31188480000003, -71.79755447099996 42.311902917000054, -71.79750424999997 42.312059919000035, -71.79739076599998 42.31204044500004, -71.79744098599997 42.311883443000056, -71.79744888999994 42.31188480000003))"
22h-222@62k-rds-6ff,Dykhuizen David L PC,"",Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,"",622310,42.271926,-71.791839,250277318004,116 Belmont St Rm 22,Worcester,MA,1605,"",377,"POLYGON ((-71.79172853399996 42.27202499100008, -71.79172853599994 42.27200127900005, -71.79168970699999 42.272001276000026, -71.79168972499997 42.271854259000065, -71.79190976299998 42.27185427400008, -71.79190975799997 42.27188747200006, -71.79194211699996 42.27188747400004, -71.79194209899998 42.272025006000035, -71.79172853399996 42.27202499100008))"
22h-222@62k-rds-rc5,KPN Data Technology,"",Printing and Related Support Activities,"",Marketing,3231,42.265477,-71.802252,250277317001,340 Main St Ste 613,Worcester,MA,1608,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""0:00"""""""""""""""", """"""""""""""""6:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [], """"""""""""""""Thu"""""""""""""""": [], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""24:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""0:00"""""""""""""""", """"""""""""""""6:00""""""""""""""""], [""""""""""""""""10:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",22160,"POLYGON ((-71.80116119599995 42.26552518200003, -71.80117139199996 42.26549283700007, -71.80121552699995 42.26550030900006, -71.80125193899994 42.26538478900005, -71.80121410899994 42.265378385000076, -71.80122284799995 42.26535066100007, -71.80124806799995 42.26535493100005, -71.80125534999996 42.26533182600008, -71.80094640399994 42.26527952300006, -71.80092455699997 42.265348834000065, -71.80062191499997 42.26529759700003, -71.80069037299995 42.26508042100005, -71.80084169299994 42.265106040000035, -71.80083586599994 42.265124523000054, -71.80088000099994 42.26513199500005, -71.80089747999995 42.265076546000046, -71.80096683399995 42.26508828800007, -71.80097411699995 42.265065184000036, -71.80103716699995 42.265075858000046, -71.80104590599996 42.26504813400004, -71.80114678599995 42.26506521300007, -71.80115261199995 42.26504673000005, -71.80092563199997 42.26500830200007, -71.80091834999996 42.26503140600005, -71.80086160499997 42.26502179900007, -71.80091403899996 42.26485545200006, -71.80116623899994 42.26489814900003, -71.80115895599994 42.26492125300007, -71.80137332599998 42.26495754500007, -71.80136749999997 42.264976028000035, -71.80162600499995 42.26501979200003, -71.80162163599994 42.265033654000035, -71.80194319099996 42.26508809100005, -71.80193736599995 42.26510657500006, -71.80244176799994 42.26519196400005, -71.80243594199999 42.26521044800006, -71.80264400799996 42.26524567000007, -71.80254497199996 42.26555988300004, -71.80270890499997 42.26558763400004, -71.80274822699994 42.26546287300005, -71.80276714299998 42.26546607500006, -71.80282539899997 42.26528124400005, -71.80342437899998 42.26538264100003, -71.80343166099993 42.26535953600006, -71.80374691399999 42.26541290200004, -71.80375419599994 42.26538979800006, -71.80396856799996 42.26542608600005, -71.80394672399996 42.26549539700005, -71.80392780799997 42.265492196000025, -71.80383605999998 42.26578330600006, -71.80386127999998 42.26578757500005, -71.80381030899997 42.26594930300007, -71.80383552899997 42.26595357200006, -71.80377873199996 42.26613378300004, -71.80319865899997 42.26603559000006, -71.80321176699994 42.26599400300006, -71.80254972999995 42.26588193200007, -71.80254244799994 42.26590503600005, -71.80232176899995 42.26586767900005, -71.80231740099998 42.265881540000066, -71.80157340099998 42.26575558900004, -71.80156903099999 42.26576945100004, -71.80139248899997 42.26573956400006, -71.80138375099995 42.26576728800006, -71.80133961499996 42.26575981600007, -71.80133378899995 42.26577829900003, -71.80119507699999 42.265754816000026, -71.80120090299994 42.26573633300006, -71.80114415799994 42.265726726000025, -71.80112376699998 42.26579141700006, -71.80109224099994 42.265786080000055, -71.80098737199995 42.26611877400006, -71.80070364299996 42.26607074000003, -71.80069781599997 42.26608922300005, -71.80031320599994 42.26602410800007, -71.80033942499995 42.26594093400007, -71.80042769599999 42.265955879000046, -71.80043060899999 42.26594663700007, -71.80056931999997 42.265970122000056, -71.80057805999996 42.26594239700006, -71.80028802699997 42.26589329400008, -71.80032589699994 42.265773154000044, -71.80035742199993 42.26577849100005, -71.80037927099994 42.265709180000044, -71.80027208499996 42.26569103300005, -71.80027936799996 42.265667929000074, -71.80042683899995 42.26560041700003, -71.80040259599997 42.26557197600005, -71.80054230499996 42.26550801600007, -71.80056123899993 42.26544794700004, -71.80067472999997 42.26546716100006, -71.80068201199998 42.265444057000025, -71.80116119599995 42.26552518200003), (-71.80140770599996 42.26514345700008, -71.80135726699996 42.26513491700007, -71.80138493999993 42.265047123000045, -71.80134710899995 42.26504071900007, -71.80126700299996 42.26529486100003, -71.80135527299996 42.265309804000026, -71.80140770599996 42.26514345700008))"
22h-222@62k-rdt-4n5,New American Used Auto Parts,"",Automotive Repair and Maintenance,"",Auto Parts,8111,42.268364,-71.780184,250277318006,9 Envelope Ter,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""18:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""7:00"""""""""""""""", """"""""""""""""15:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [] }",907,"POLYGON ((-71.77987646199995 42.26813604800003, -71.78011662799997 42.268018502000075, -71.78016237299994 42.268068698000036, -71.78012432099996 42.26808732300003, -71.78032255199997 42.26830484000004, -71.78027688899994 42.26832718900005, -71.78035821499998 42.268416427000034, -71.78021043399997 42.26848875700006, -71.77987646199995 42.26813604800003))"
22h-222@62k-rdt-t5f,True Value Hardware,True Value Hardware,Building Material and Supplies Dealers,Hardware Stores,"Building Supplies,Kitchen and Bath,Gardening,Lighting,Plumbing",444130,42.256434,-71.778191,250277322023,113 Hamilton St,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:30""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""8:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""10:00"""""""""""""""", """"""""""""""""16:00""""""""""""""""]] }",437,"POLYGON ((-71.77828913821274 42.25661599965212, -71.77813893450791 42.25662791091986, -71.77809333695465 42.25633310638205, -71.77826231612259 42.25631920983782, -71.77828913821274 42.25661599965212))"
22h-222@62k-rdv-59f,Friendly House Shelter,"","Community Food and Housing, and Emergency and Other Relief Services",Temporary Shelters,Non-profit,624221,42.258531,-71.785585,250277322032,36 Wall St,Worcester,MA,1604,"",1457,"POLYGON ((-71.78543581599996 42.25876842300005, -71.78551409799996 42.25854813700005, -71.78533251399995 42.25851347200006, -71.78542221299995 42.25826106100004, -71.78587930399993 42.25834832000004, -71.78582874699998 42.25849058800003, -71.78576613099995 42.258478635000074, -71.78572698999994 42.258588778000046, -71.78565811399994 42.25857563000005, -71.78564995999994 42.258598576000054, -71.78569378999998 42.258606943000075, -71.78562366199998 42.258804283000075, -71.78543581599996 42.25876842300005))"
22h-222@62k-rdv-fj9,Hamilton Street Liquors,"","Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",Alcoholic Beverages,445310,42.258519,-71.765899,250277323011,366 Hamilton St,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""12:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]] }",174,"POLYGON ((-71.76578454199995 42.258484113000065, -71.76587698699996 42.258429241000044, -71.76601375099995 42.258553015000075, -71.76592140299994 42.25860797400003, -71.76578454199995 42.258484113000065))"
22h-222@62k-rdw-pjv,Candela Nails & Spa,"",Personal Care Services,"Hair, Nail, and Skin Care Services","",81211,42.293923,-71.774539,250277320021,535 Lincoln St,Worcester,MA,1605,"",3442,"POLYGON ((-71.77442303799995 42.29412650000006, -71.77441147299999 42.294109527000046, -71.77438830399996 42.294117999000036, -71.77435071699995 42.29406283600008, -71.77432175599995 42.29407342700006, -71.77423790799998 42.29395037000006, -71.77426107699995 42.29394189800007, -71.77399218799997 42.293547267000065, -71.77408486199994 42.29351337700007, -71.77407329699997 42.29349640400005, -71.77447874799998 42.29334813300005, -71.77455970399996 42.29346694600008, -71.77459445799997 42.29345423700005, -71.77464360899995 42.293526374000066, -71.77460885699998 42.29353908300004, -71.77490087999996 42.29396765900003, -71.77460547799996 42.29407568500005, -71.77454186899996 42.29398233200004, -71.77450132299998 42.29399715900007, -71.77448975899995 42.293980185000066, -71.77443183599996 42.29400136700008, -71.77448387999993 42.29407774800006, -71.77451863299996 42.29406503800004, -71.77453308999998 42.294086255000025, -71.77442303799995 42.29412650000006))"
22h-222@62k-rfm-7h5,Chandler Pediatrics,"",Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,"",622310,42.264505,-71.833898,250277309012,421 Chandler St,Worcester,MA,1602,"",192,"POLYGON ((-71.83381410399994 42.26447102700007, -71.83384220999994 42.26443567100006, -71.83385867499999 42.26444765600007, -71.83394895899994 42.26438103500004, -71.83403986199994 42.26444720200004, -71.83387219199994 42.26457092600003, -71.83380726099995 42.26452366400008, -71.83385885199993 42.26448559500005, -71.83382638599994 42.26446196400008, -71.83381410399994 42.26447102700007))"
22h-222@62k-rfm-k9f,Boyd Rosemarie Cfp,"",Other Financial Investment Activities,Investment Advice,Investing,523930,42.270491,-71.816643,250277308022,228 Park Ave,Worcester,MA,1609,"",248,"POLYGON ((-71.81645894399998 42.27054490800003, -71.81657006799998 42.27042999200006, -71.81672688099997 42.27051142500005, -71.81661575799995 42.270626341000025, -71.81645894399998 42.27054490800003))"
22h-222@62k-rfm-kfz,Weiss David J Dr,"",Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),Mental Health,621330,42.266162,-71.813715,250277316004,111 Elm St Ste 102,Worcester,MA,1609,"",591,"POLYGON ((-71.81354633599994 42.26605948900004, -71.81386781599997 42.26608631600004, -71.81383706799994 42.266284220000045, -71.81351558699998 42.266257393000046, -71.81354633599994 42.26605948900004))"
22h-222@62k-rfm-ndv,Jackson Hewitt Tax Service,Jackson Hewitt Tax Service,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,"Financial Advice,Tax Law",541213,42.272435,-71.813964,250277316004,195 Park Ave,Worcester,MA,1609,"",139,"POLYGON ((-71.81389696399998 42.272414920000074, -71.81408343899994 42.272430479000036, -71.81407099199998 42.27251058400003, -71.81388451699996 42.27249502500007, -71.81389696399998 42.272414920000074))"
22h-222@62k-rft-hyv,C W Mars Inc,"",Other Information Services,Libraries and Archives,"",519120,42.288665,-71.799976,250277304012,67 Millbrook St Ste 201,Worcester,MA,1606,"",4777,"POLYGON ((-71.79990970199998 42.28913896200004, -71.79982857599998 42.28864455000007, -71.79973217199995 42.28865304100003, -71.79971285599999 42.288535324000065, -71.79975141799997 42.288531927000065, -71.79962702799997 42.28777382900006, -71.79996122599994 42.28774439400007, -71.79999290299997 42.28793745000007, -71.80008287999993 42.28792952400005, -71.80009601499995 42.28800957300007, -71.80012814999998 42.28800674200005, -71.80015905499994 42.288195089000055, -71.80003051599994 42.28820641000004, -71.80013559499997 42.28884679200007, -71.80010346099994 42.28884962200004, -71.80014750099997 42.28911801800007, -71.80012179399995 42.289120281000066, -71.80016506199996 42.28938396800004, -71.79992083499997 42.28940547800005, -71.79987756599996 42.289141792000066, -71.79990970199998 42.28913896200004))"
22h-223@62k-qyf-rtv,Bitar Upholstering,"",Personal and Household Goods Repair and Maintenance,Footwear and Leather Goods Repair,Reupholstery,811430,42.241516,-71.848229,250277331021,1329 Main St,Worcester,MA,1603,"",294,"POLYGON ((-71.84810988899994 42.24146617700006, -71.84835439199998 42.24142059800005, -71.84839528299995 42.24154208300007, -71.84831849599993 42.24155940700007, -71.84815293099996 42.241590270000074, -71.84810988899994 42.24146617700006))"
22h-223@62k-qyj-cyv,Yoway Cafe & Frozen Yogurt,"",Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"Bubble Tea Shop,Coffee Shop,Ice Cream Shop",722515,42.257546,-71.822421,250277314005,395 Park Ave,Worcester,MA,1610,"",230,"POLYGON ((-71.8226354101457 42.25757683580723, -71.82260657639878 42.25763093197256, -71.82220705529069 42.25751547098556, -71.822234005416 42.25746055795537, -71.8226354101457 42.25757683580723))"
22h-223@62k-qyk-3dv,Apostolic Church,"",Religious Organizations,Religious Organizations,Churches,813110,42.262585,-71.807764,250277315001,23 Oxford St,Worcester,MA,1609,"",275,"POLYGON ((-71.80766560299998 42.26252288500007, -71.80790991399994 42.26254328400006, -71.80789379899994 42.262646947000064, -71.80782950699995 42.26264157900005, -71.80782584499997 42.262665139000035, -71.80764582599994 42.26265010800006, -71.80766560299998 42.26252288500007))"
22h-223@62k-rd8-s3q,Acacia Grill,"",Restaurants and Other Eating Places,Full-Service Restaurants,African Food,722511,42.333214,-71.790186,250277301001,1105 W Boylston St,Worcester,MA,1606,"{ """"""""""""""""Mon"""""""""""""""": [], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""20:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""11:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]] }",230,"POLYGON ((-71.79011621299998 42.33314049100005, -71.79029896899993 42.333172286000035, -71.79027201699995 42.333255344000065, -71.79021530099999 42.33324547700005, -71.79019178099998 42.33331795400005, -71.79006852799995 42.333287444000064, -71.79011621299998 42.33314049100005))"
22h-223@62k-rdp-m8v,Honey Farms,Honey Farms,Grocery Stores,Convenience Stores,"Snacks,Sandwich Shop,Discount Store,Coffee Shop,Beverages",445120,42.27345,-71.768412,250277318006,304 Belmont St # 306,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""5:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""5:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""5:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""5:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""5:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""5:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""5:00"""""""""""""""", """"""""""""""""23:00""""""""""""""""]] }",149,"POLYGON ((-71.76830067399999 42.27343095200007, -71.76837395899997 42.27337100500006, -71.76852393499996 42.27346946000006, -71.76845064999998 42.27352940600008, -71.76830067399999 42.27343095200007))"
22h-223@62k-rdr-9s5,Stop & Shop Pharmacy,Stop & Shop Pharmacy,Health and Personal Care Stores,Pharmacies and Drug Stores,"Convenience Store,Cosmetics,Medical Supplies,Vitamins and Supplements",446110,42.24703,-71.757964,250277323011,949 Grafton St,Worcester,MA,1604,"{ """"""""""""""""Mon"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Tue"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Wed"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Thu"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Fri"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""19:00""""""""""""""""]], """"""""""""""""Sat"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]], """"""""""""""""Sun"""""""""""""""": [[""""""""""""""""9:00"""""""""""""""", """"""""""""""""17:00""""""""""""""""]] }",2102,"POLYGON ((-71.75828078321322 42.246827233238996, -71.75780052022706 42.247279597130515, -71.75750793251592 42.24696325497557, -71.75782477147368 42.246791958371176, -71.75779526717452 42.24675820451012, -71.7580349854855 42.2466380803287, -71.75817555265746 42.24677967689252, -71.75821578579269 42.246758828917585, -71.75828078321322 42.246827233238996))"
22h-223@62k-rds-rc5,Tresidon,"",Sound Recording Industries,Sound Recording Studios,"",512240,42.265474,-71.802269,250277317001,340 Main St Ste 613,Worcester,MA,1608,"",22160,"POLYGON ((-71.80116119599995 42.26552518200003, -71.80117139199996 42.26549283700007, -71.80121552699995 42.26550030900006, -71.80125193899994 42.26538478900005, -71.80121410899994 42.265378385000076, -71.80122284799995 42.26535066100007, -71.80124806799995 42.26535493100005, -71.80125534999996 42.26533182600008, -71.80094640399994 42.26527952300006, -71.80092455699997 42.265348834000065, -71.80062191499997 42.26529759700003, -71.80069037299995 42.26508042100005, -71.80084169299994 42.265106040000035, -71.80083586599994 42.265124523000054, -71.80088000099994 42.26513199500005, -71.80089747999995 42.265076546000046, -71.80096683399995 42.26508828800007, -71.80097411699995 42.265065184000036, -71.80103716699995 42.265075858000046, -71.80104590599996 42.26504813400004, -71.80114678599995 42.26506521300007, -71.80115261199995 42.26504673000005, -71.80092563199997 42.26500830200007, -71.80091834999996 42.26503140600005, -71.80086160499997 42.26502179900007, -71.80091403899996 42.26485545200006, -71.80116623899994 42.26489814900003, -71.80115895599994 42.26492125300007, -71.80137332599998 42.26495754500007, -71.80136749999997 42.264976028000035, -71.80162600499995 42.26501979200003, -71.80162163599994 42.265033654000035, -71.80194319099996 42.26508809100005, -71.80193736599995 42.26510657500006, -71.80244176799994 42.26519196400005, -71.80243594199999 42.26521044800006, -71.80264400799996 42.26524567000007, -71.80254497199996 42.26555988300004, -71.80270890499997 42.26558763400004, -71.80274822699994 42.26546287300005, -71.80276714299998 42.26546607500006, -71.80282539899997 42.26528124400005, -71.80342437899998 42.26538264100003, -71.80343166099993 42.26535953600006, -71.80374691399999 42.26541290200004, -71.80375419599994 42.26538979800006, -71.80396856799996 42.26542608600005, -71.80394672399996 42.26549539700005, -71.80392780799997 42.265492196000025, -71.80383605999998 42.26578330600006, -71.80386127999998 42.26578757500005, -71.80381030899997 42.26594930300007, -71.80383552899997 42.26595357200006, -71.80377873199996 42.26613378300004, -71.80319865899997 42.26603559000006, -71.80321176699994 42.26599400300006, -71.80254972999995 42.26588193200007, -71.80254244799994 42.26590503600005, -71.80232176899995 42.26586767900005, -71.80231740099998 42.265881540000066, -71.80157340099998 42.26575558900004, -71.80156903099999 42.26576945100004, -71.80139248899997 42.26573956400006, -71.80138375099995 42.26576728800006, -71.80133961499996 42.26575981600007, -71.80133378899995 42.26577829900003, -71.80119507699999 42.265754816000026, -71.80120090299994 42.26573633300006, -71.80114415799994 42.265726726000025, -71.80112376699998 42.26579141700006, -71.80109224099994 42.265786080000055, -71.80098737199995 42.26611877400006, -71.80070364299996 42.26607074000003, -71.80069781599997 42.26608922300005, -71.80031320599994 42.26602410800007, -71.80033942499995 42.26594093400007, -71.80042769599999 42.265955879000046, -71.80043060899999 42.26594663700007, -71.80056931999997 42.265970122000056, -71.80057805999996 42.26594239700006, -71.80028802699997 42.26589329400008, -71.80032589699994 42.265773154000044, -71.80035742199993 42.26577849100005, -71.80037927099994 42.265709180000044, -71.80027208499996 42.26569103300005, -71.80027936799996 42.265667929000074, -71.80042683899995 42.26560041700003, -71.80040259599997 42.26557197600005, -71.80054230499996 42.26550801600007, -71.80056123899993 42.26544794700004, -71.80067472999997 42.26546716100006, -71.80068201199998 42.265444057000025, -71.80116119599995 42.26552518200003), (-71.80140770599996 42.26514345700008, -71.80135726699996 42.26513491700007, -71.80138493999993 42.265047123000045, -71.80134710899995 42.26504071900007, -71.80126700299996 42.26529486100003, -71.80135527299996 42.265309804000026, -71.80140770599996 42.26514345700008))"
